,sentence,target_hr,fpr,dprime,acc,avg_cosine_dist_broad_gpt2-medium_layer-23,avg_cosine_dist_broad_electra,pcfg_surp_sum,sum_surp_ngram,avg_cosine_dist_broad_glove,avg_cosine_dist_broad_sbert,avg_cosine_dist_broad_bert-large-cased_layer-9,mean_mem,avg_cosine_dist_broad_use,avg_log_freq,sum_surp,condition
17,"A game of football, I suggest?",0.7142857142857143,0.03125,0.6830357142857143,0.85,0.0305372968700872,0.3253272359953666,84.51046,16.68901652097702,0.1744911058334395,0.771336696856011,0.0324127258744992,0.7472938674291617,0.9304685,4.686381028867451,8.558485070864359,fmri
18,A gun fired into the air.,0.7368421052631579,0.0,0.7368421052631579,0.8809523809523809,0.0367916970858533,0.346039238902506,71.34257,12.052897304296494,0.2065096321408197,0.7343684562777901,0.0290628901209366,0.7646496906001504,0.92596966,6.89605429185655,7.146622061729431,fmri
19,A heavy and generously proportioned object.,0.4242424242424242,0.0512820512820512,0.372960372960373,0.7083333333333334,0.0335178475916455,0.324926612980302,83.20114,19.86517107486725,0.2464887132068661,0.6439503691159717,0.0371150328369223,0.7280964021643258,0.97347456,4.102549870949857,10.48851820329825,low
20,A helicopter swooped into view ahead.,0.6666666666666666,0.0689655172413793,0.5977011494252873,0.8035714285714286,0.0321463439162423,0.2977394857823009,83.84433,23.896431505680084,0.2364379386715974,0.8327433865086331,0.0368917614549676,0.7636421414327977,0.9355709,4.608486542091383,10.426900933186213,mid
21,A king must have an heir.,0.9047619047619048,0.0454545454545454,0.8593073593073594,0.9302325581395348,0.0341279838500651,0.2652614213378305,68.5335,17.0655956864357,0.1821469404668989,0.6530245473561798,0.0278451881728339,0.7610728519560835,0.9303186,6.540815733603623,8.097656925519308,fmri
22,A large band played folk tunes.,0.5714285714285714,0.0,0.5714285714285714,0.7972972972972973,0.030488321232194,0.3049514044253629,81.96505,18.032497882843018,0.2755131285111282,0.814719648859516,0.0327963524429032,0.7652050792250916,0.9544948,4.160907707034144,10.03934359550476,fmri
23,A letter awaited her at Princeton.,0.675,0.0238095238095238,0.6511904761904762,0.8292682926829268,0.0368604212391803,0.234945386904829,75.94104,20.397441625595093,0.2162986107500037,0.7499352885976555,0.0395438871409146,0.7794064349629314,0.9504222,4.346900751428467,12.250381809969744,fmri
24,"A little scary, but not surprising.",0.6666666666666666,0.25,0.4166666666666666,0.7115384615384616,0.0244038721309726,0.310610704985964,92.61036,14.765421122312546,0.168353409146384,0.62777909494736,0.0308793307446647,0.7486920866512538,0.9042586,6.542299898888256,8.10933788617452,fmri
25,A loud rumbling noise interrupted him.,0.4285714285714285,0.0,0.4285714285714285,0.7209302325581395,0.0450555922222494,0.2652606090932342,91.79511,22.440518498420715,0.2995930894224552,0.6577887780753165,0.0307056211463704,0.7272586687751047,0.92640156,4.650157473118587,10.298652251561483,fmri
26,A mist rose from his lips.,0.825,0.0909090909090909,0.734090909090909,0.8690476190476191,0.0387596076989317,0.2476294975094473,65.67956,19.09563910961151,0.2236427515074231,0.6360306308356641,0.0327925342139996,0.7869470079614755,0.9215441,4.333401272307083,9.05321455001831,high
27,A monkey with a bird's voice!,0.6666666666666666,0.0,0.6666666666666666,0.84,0.0327849223140077,0.3424671548418954,100.67132,17.290668055415154,0.2121284901532644,0.8359835224023592,0.0462598379291163,0.7661276861660351,0.9369246,5.405152760358265,8.971478044986725,fmri
28,A must for all hosta collections.,0.5483870967741935,0.0,0.5483870967741935,0.7777777777777778,0.0442117143261824,0.3291968418504054,91.99218,22.74061596393585,0.1997225577726677,0.6193676977841944,0.0307533367594635,0.775581415796427,0.9824795,5.041622099871039,12.271160085995993,fmri
29,A photo appears on the screen.,0.6944444444444444,0.125,0.5694444444444444,0.7894736842105263,0.0395158195967489,0.3329093143032524,69.70947,13.929364174604416,0.1946218164131717,0.6691648822810682,0.0303564871365235,0.7525359274964024,0.9635536,6.398329717587348,7.326263666152954,fmri
30,A real Hong Kong night club.,0.8055555555555556,0.0227272727272727,0.7828282828282829,0.9,0.0355413318977376,0.2902064453758436,82.38009,16.911369398236275,0.2618735896456695,0.7640715738657294,0.0354387309358517,0.7950303450211296,0.9560252,3.258322811866417,10.854354520638784,high
31,"A remarkable piece of writing, indeed!",0.75,0.1153846153846153,0.6346153846153846,0.82,0.0319306438197095,0.3587352015698607,93.24604,15.59449821524322,0.1964628558801579,0.6147949477939846,0.0336514059601263,0.7328544415322821,0.918967,5.726891725325206,8.036891400814056,low
32,A scream spilled from Kylie's lips.,0.65625,0.1111111111111111,0.5451388888888888,0.7794117647058824,0.0409012543868795,0.2328439603958289,90.49892,26.137707352638245,0.2579634985204499,0.7434339893724796,0.0910903643559165,0.7852964289908557,0.93174523,3.6990390038302654,13.396360327800116,high
33,A shower and clean clothes helped.,0.7241379310344828,0.1515151515151515,0.5726227795193313,0.7903225806451613,0.0270964125439517,0.307965215758015,81.23373,18.02597862482071,0.216264396977174,0.707032669599209,0.0307120272741762,0.7531552272458462,0.9552132,6.067203895257613,10.70194665590922,fmri
34,"A single mind, a single focus.",0.5,0.0256410256410256,0.4743589743589743,0.7402597402597403,0.0315500247035704,0.3884693973701261,79.38395,19.783502459526066,0.2152513292904344,0.6274961883858559,0.02946899135979,0.7394759456045698,0.9393298,6.3279381682079245,9.497536997000376,low
35,"A small, dimly glowing ball appeared.",0.6333333333333333,0.0,0.6333333333333333,0.828125,0.0380733268870671,0.385980323596814,102.29011,25.741238832473755,0.2640039342335878,0.6888187977767447,0.0313566301820983,0.7423637798143451,0.92806935,3.586688739979099,11.282824118932089,low
36,A sojourner like all my fathers.,0.6071428571428571,0.0,0.6071428571428571,0.819672131147541,0.0306687033383808,0.2792534684836974,84.74066,23.75751101970673,0.1782404007818202,0.7027302088322308,0.0328871104896958,0.7827296461695781,0.91598934,5.836444375430722,12.176911816000938,high
37,A student intellectual turned leftist radical.,0.7714285714285715,0.0,0.7714285714285715,0.8947368421052632,0.0342962301471248,0.3357918859282094,90.88451,26.7168517112732,0.2916918407974631,0.7191032887559132,0.0387913064129515,0.7629913078613261,0.9505168,3.2678325853953845,11.737785975138346,fmri
38,A sudden sweetness in the air.,0.6111111111111112,0.0,0.6111111111111112,0.8157894736842105,0.0323095399238992,0.3190320095186715,70.2251,17.476272881031036,0.199564631499141,0.6272421590451069,0.0273649419923601,0.7586813250059916,0.9326487,6.505322965617649,7.920002857844035,mid
39,A surprising and extremely unusual strategy.,0.5588235294117647,0.125,0.4338235294117647,0.7297297297297297,0.0258814631142162,0.2861310616438496,94.32173,19.27489537000656,0.2050551607016614,0.6143802973427864,0.0279053883293604,0.7287210137110213,0.96755695,4.966787113702714,9.349066893259684,low
40,A tall man with sun-streaked hair.,0.7142857142857143,0.0,0.7142857142857143,0.864406779661017,0.0363791232321454,0.3959223637564482,92.05579,23.57553082704544,0.2506193782277617,0.7771569043709793,0.029043239409452,0.77304903329142,0.9255229,5.094915169146674,10.03217735265692,fmri
41,"A test was necessary, she decided.",0.5277777777777778,0.0789473684210526,0.4488304093567251,0.7297297297297297,0.0287752045852758,0.3111834103416851,73.88198,20.4193674325943,0.1582128457901298,0.5969707467887322,0.0276396985910482,0.7357493379587594,0.93130666,6.588982113730416,10.27786668141683,fmri
42,A tree covered with red berries.,0.7297297297297297,0.0,0.7297297297297297,0.8765432098765432,0.0348006306615212,0.2930609594906159,84.43888,16.512790471315384,0.2549583505857958,0.8446843962163002,0.038110696935782,0.7764836045194742,0.96892744,5.367955284728993,8.327822883923849,fmri
43,A vampire can full on cry?,0.85,0.0,0.85,0.9347826086956522,0.0373281144424419,0.3480744648806791,95.3438,23.22807025909424,0.1745343869489632,0.8118241474877917,0.0378876995641265,0.7655904216594352,0.9179766,6.583750523699606,11.511022488276163,fmri
44,A voice came over his radio.,0.6052631578947368,0.0526315789473684,0.5526315789473684,0.7763157894736842,0.0511058984448633,0.2695097565380246,70.87925,15.982905745506288,0.1865362785906444,0.7230793736170743,0.0307903085156015,0.7618106126786123,0.9261499,6.61916453166209,7.781471053759257,fmri
45,A wooden table lay between them.,0.5238095238095238,0.0,0.5238095238095238,0.7872340425531915,0.0370119782178306,0.3349793897687736,75.72235,16.44915282726288,0.208059570242401,0.7650870783567792,0.0298121789521754,0.7479702255695045,0.9565331,5.545320906197257,10.072492837905884,fmri
46,A work of art in itself.,0.6363636363636364,0.0454545454545454,0.5909090909090909,0.7954545454545454,0.0271348560141552,0.3969969945135446,69.82105,10.398056387901306,0.1779028626181067,0.5880663404037031,0.0262553308962732,0.7509701244369232,0.96728075,7.182268742613354,6.176557381947835,fmri
47,"AW: Written things, OK, like testimonials?",0.6666666666666666,0.0769230769230769,0.5897435897435896,0.8085106382978723,0.055531411622369,0.4119352379786438,133.73218,32.09453332424164,0.2200800630875172,0.6222016497667804,0.0498401131113368,0.7890057385611434,0.91787076,1.471673317410671,15.626614107595136,high
48,AWA shall provide applicable training materials.,0.75,0.1379310344827586,0.6120689655172413,0.8070175438596491,0.0645510053820643,0.2879385771321527,87.31260999999999,27.450079143047333,0.3641052637621439,0.6249741277082883,0.0379366490623925,0.7464865291538967,1.0047009,1.53956861016362,14.25319210688273,fmri
49,Abate singled through the left side.,0.5142857142857142,0.0,0.5142857142857142,0.7702702702702703,0.0708417753925568,0.311010347232403,82.62642,21.50279650092125,0.232170283034777,0.6628105958662618,0.0324603063393771,0.7602302705568733,0.951085,4.240055059350155,11.536911010742188,mid
50,Abby stiffened at his sharp tone.,0.5517241379310345,0.0,0.5517241379310345,0.796875,0.0444562962365131,0.2619959392868399,80.37737,25.95006114244461,0.2754874663881236,0.6379462578103043,0.0362532530381929,0.7807371411755266,0.92068195,2.6422186900400257,15.433019558588663,high
51,About the mark and my problems.,0.3170731707317073,0.0476190476190476,0.2694541231126597,0.6385542168674698,0.0431494612914258,0.3170997482054866,74.02874,19.190275728702545,0.1558415712830693,0.606101319287457,0.0281683842043461,0.7583245028380193,0.95469874,6.206987423215381,8.97271203994751,mid
52,Absolutely no plastic touches your liquid.,0.8333333333333334,0.0344827586206896,0.7988505747126438,0.9056603773584906,0.0409229741900481,0.2671633548219986,104.1472,26.545304894447327,0.2267532508447886,0.7153986356490052,0.0380550994339632,0.7590590709331111,0.954455,2.7468239185305148,13.176499048868816,mid
53,Accredited nursing school located in Ohio.,0.6842105263157895,0.0697674418604651,0.6144430844553244,0.8148148148148148,0.0556877978494143,0.3345773117647975,89.46121,20.4649350643158,0.343769004634782,0.7878636939838841,0.0340222883344985,0.7987791866526336,0.9914747,2.329174158510078,11.07063437004884,high
54,Across the street was a pub.,0.7804878048780488,0.1136363636363636,0.6668514412416852,0.8352941176470589,0.0358045229664067,0.312509095498576,75.92342,13.014513999223707,0.1956508712371419,0.7356704246923161,0.0312582900642643,0.7549597308849757,0.9325837,6.619054406132366,8.62088026603063,fmri
55,"Actually, I already work for you.",0.8333333333333334,0.0,0.8333333333333334,0.9215686274509804,0.0275767327990238,0.2721298495105493,65.73537,17.97757813334465,0.1345134519193774,0.6170230139051569,0.0244071570590505,0.7420900775244831,0.93526256,5.63167490910849,9.033705592155457,low
56,"Actually, is very easy to make!",0.6129032258064516,0.125,0.4879032258064516,0.746031746031746,0.0480690889689332,0.4557240533783545,70.67932,16.366872049868107,0.1531281078168527,0.6460850710362525,0.0347628589883715,0.7314760335492778,0.9348844,7.47547689210946,6.484907905260722,low
57,Acute flaccid paralysis due to rabies.,0.8148148148148148,0.064516129032258,0.7502986857825567,0.8793103448275862,0.046801161040432,0.3757677418675084,98.00875,18.48181681707501,0.4294554361058467,0.8090209294955758,0.0363983342942102,0.780727590982602,0.9619596,2.6019817325050734,9.987154445688551,high
58,"Add salt and chili powder, stirring.",0.75,0.0344827586206896,0.7155172413793104,0.8596491228070176,0.0889796149937635,0.3798732942609594,108.50547,24.55329549312592,0.3883516212243549,0.7899114203313681,0.0363431963225284,0.7882892877580701,0.9826332,3.6198929965981512,9.410706092913946,high
59,Add the olive oil and garlic.,0.8695652173913043,0.0714285714285714,0.7981366459627329,0.9019607843137256,0.0957163309405288,0.3426093537063096,82.81921,15.50470620393753,0.3066167377748487,0.7976797433734727,0.039622157229148,0.7917995562252012,0.9616862,4.14768423290018,7.370131586988767,high
60,Addiction is not a pretty face.,0.7,0.0,0.7,0.8571428571428571,0.0304924086965008,0.2602925311653352,72.29787,14.91105368733406,0.1662348754690759,0.6411303244562798,0.042815064346356,0.7589883266809775,0.9246806,6.771501186837007,8.354212601979574,fmri
61,Adding lemon is a great idea.,0.5384615384615384,0.064516129032258,0.4739454094292804,0.7543859649122807,0.052355527406908,0.2585347820609589,75.90423,17.148521065711975,0.1831452763829957,0.6963861082706018,0.03486269444627,0.7572033880975116,0.93987244,5.917016982264069,9.594698985417685,mid
62,Adding this one to my list!,0.5454545454545454,0.0769230769230769,0.4685314685314685,0.75,0.042117536128666,0.2868788303403971,89.10713,20.07384502887726,0.1549478712572046,0.623607576380247,0.0328721520229444,0.7490688020625315,0.9548254,6.940613111661681,6.527783463398616,fmri
63,Admin coordinators do primarily administrative work.,0.6,0.0,0.6,0.8095238095238095,0.04388460196205,0.3236754258805412,88.55984000000001,26.801314294338223,0.2963080566374743,0.6979476060281532,0.0363543928325166,0.7704362322607831,0.99274695,2.2988087361605096,12.91353872170051,fmri
64,Afraid of what she might do.,0.3636363636363636,0.0789473684210526,0.284688995215311,0.6619718309859155,0.0377310374364689,0.252468828016148,65.86353,14.628909349441528,0.1439101981688533,0.6467368189674411,0.0277985599861299,0.753567370616144,0.90966374,5.691742045843239,7.179131110509236,fmri
65,"After Hollin left, the hours dragged.",0.6176470588235294,0.0526315789473684,0.5650154798761611,0.7916666666666666,0.0381438070681552,0.2611819019712714,87.94012000000001,24.75067514181137,0.2306799875662092,0.6667449081830927,0.0367061503707897,0.7571463921899468,0.94299597,4.484012020421962,15.819029172261557,mid
66,"After that, no others remained intact.",0.5384615384615384,0.1111111111111111,0.4273504273504273,0.7169811320754716,0.0303638918355271,0.376775400669339,69.28408999999999,16.440365344285965,0.1732147501464004,0.6701913801914006,0.0275971171528026,0.7398898003285715,0.9696069,3.348227040733012,11.59996461868286,fmri
67,"After that, what do we do?",0.3870967741935484,0.0789473684210526,0.3081494057724957,0.6811594202898551,0.0377015258879583,0.3666358428139135,58.48533,14.73430621623993,0.1454126372610614,0.5872843721530314,0.0255388390145539,0.7672701974256234,0.96040785,6.453104585469544,7.169342974821727,fmri
68,"Again, it's been nearly a week.",0.4642857142857143,0.03125,0.4330357142857143,0.7333333333333333,0.0366253588533119,0.3638609775944006,66.69934,16.972013115882874,0.1782978276766058,0.7168500999968443,0.0272627685447408,0.7488074303289817,0.9042339,4.856770641319594,7.343622485796611,fmri
69,"Ah, everybody screws up some, Brian.",0.7037037037037037,0.064516129032258,0.6391875746714457,0.8275862068965517,0.0381159416977388,0.3263065182324026,110.28301,27.19381022453308,0.2083810294549955,0.6041074544703289,0.0323469209722604,0.7805894478559813,0.8999154,2.4882272820084625,13.740173498789469,high
70,"Ah, good evening, my dear Duroc.",0.8484848484848485,0.0571428571428571,0.7913419913419913,0.8970588235294118,0.046678616985096,0.3712377608613152,116.6461,20.73996150493622,0.2619447508561118,0.6284054167172429,0.0312978075741635,0.7994496356565395,0.91587985,3.1774364170094613,13.48625381787618,high
71,Alaska banned wolf hunting by airplanes.,0.7307692307692307,0.0,0.7307692307692307,0.875,0.0400804571374865,0.3069295348319411,92.78653,25.53801953792572,0.3597760257656273,0.9044016886140502,0.0492216745670928,0.7962211786251543,0.977515,1.9184697112667195,12.830207586288452,high
72,"Alexander Eidenier, Alvordton, Ohio, speed, 130.",0.7857142857142857,0.21875,0.5669642857142857,0.7833333333333333,0.0738417006865282,0.4787450634294378,130.61967,18.907182216644287,0.4466118978119118,0.7347184347324105,0.036745573873666,0.8015883828136214,0.97831863,-2.640077319060006,24.7422221104304,high
73,"Alissa Weiss comes from Philadelphia, Pennsylvania.",0.9444444444444444,0.1578947368421052,0.7865497076023391,0.8918918918918919,0.0581426317178997,0.3022835340962388,91.73151,22.00639754533768,0.3230544172794415,0.730754702598146,0.0336614738571014,0.8269899361251776,0.9742357,-0.4326821367673348,16.161857441067696,high
74,All Russian troops must leave immediately.,0.7407407407407407,0.03125,0.7094907407407407,0.864406779661017,0.0452064124179202,0.3086304843001695,85.64424000000001,17.370494931936264,0.2149136269163756,0.7501351573822341,0.0337248076183147,0.75912456691205,0.9616469,4.057523989093376,10.182965199152628,mid
75,"All right, Angela Poe in Mobile.",0.6538461538461539,0.1290322580645161,0.5248138957816377,0.7719298245614035,0.0398321343862662,0.2825910046531703,105.08081,23.00977027416229,0.1978452711287601,0.6688814134809554,0.0408603279740121,0.7949825338391513,0.9338962,3.369911150354152,14.512258529663086,high
76,All sorts of treasure there too.,0.5652173913043478,0.1428571428571428,0.4223602484472049,0.7254901960784313,0.0291634073342542,0.3093143022465729,90.73625,17.36567603982985,0.1727282396042054,0.644082013001611,0.0392130570044552,0.7422418277973305,0.9191415,6.452213989653479,9.37450667967399,fmri
77,All that was left was ash.,0.8333333333333334,0.0606060606060606,0.7727272727272727,0.8888888888888888,0.0307539302769366,0.2677213310358718,79.10383,15.15950047969818,0.1604244984890601,0.7024549973411459,0.0304879998244642,0.7638727108934121,0.8901522,6.275878441106792,7.8533304532368975,mid
78,All the way to the rear!,0.6285714285714286,0.0277777777777777,0.6007936507936508,0.8028169014084507,0.029980864490179,0.3240636987027049,81.69895,9.606736421585085,0.1655314817435793,0.6276030938320252,0.0353519672335689,0.7435324506447915,0.91473746,8.156814828369628,6.45756608247757,fmri
79,"Allen Chernoff live from Biloxi, Mississippi.",0.8333333333333334,0.0277777777777777,0.8055555555555556,0.9027777777777778,0.0452455566138313,0.4420396446615016,95.88883,24.67718756198883,0.3864883144305691,0.8086451881705624,0.0395582872871006,0.8305655672604165,0.96261513,-0.3642487534769396,19.314067363739014,high
80,Allow the battery to recharge overnight.,0.78125,0.1176470588235294,0.6636029411764706,0.8333333333333334,0.0534808723635203,0.3600415304938388,93.6573,17.987482488155365,0.265201535501762,0.7058680520219792,0.0332276461279407,0.7381576148607017,0.98119825,4.850121426473612,9.02097424864769,low
81,"Along with that, life isn't fair.",0.4615384615384615,0.0384615384615384,0.4230769230769231,0.7115384615384616,0.0337468890796681,0.3323941565080674,74.04384,18.433060942217708,0.1594709530279034,0.5977461328971965,0.0266604387858917,0.7361340593404663,0.9167712,5.10172286021693,9.52059322182322,low
82,Already inflation was destabilizing financial markets.,0.6666666666666666,0.037037037037037,0.6296296296296295,0.8148148148148148,0.0412939952509173,0.3236198433094845,72.26562,25.5000082552433,0.3150590642500089,0.7517840375961278,0.0403064148460786,0.7566483976334496,0.945764,2.645667161816026,11.524383140106996,fmri
83,Also audio has a wavy sound.,0.8571428571428571,0.032258064516129,0.8248847926267281,0.9152542372881356,0.0389886542137553,0.3345904829624539,80.65424,21.58805656433105,0.2184463940853128,0.6325680422096135,0.0344623787186335,0.7625668435530398,0.9379592,4.728760330015103,11.284923871358236,mid
84,"Always smile, never be too serious.",0.6666666666666666,0.0263157894736842,0.6403508771929824,0.8309859154929577,0.0348208953241842,0.3316103146222368,82.79829,21.89103835821152,0.1677642636597411,0.6903730092096957,0.032300013020664,0.7259153832706774,0.9272795,6.4403750445665215,10.2942164738973,low
85,Amazing cute dorm room decor ideas.,0.6666666666666666,0.03125,0.6354166666666666,0.8225806451612904,0.0393628631262816,0.3598188308060064,106.0438,28.9924795627594,0.3697005183931296,0.6956118935866821,0.0366259907401709,0.7830051084347561,0.99189174,3.437548006367612,11.49507474899292,high
86,Amazing place to learn martial arts.,0.9166666666666666,0.0,0.9166666666666666,0.9591836734693876,0.0434040588491961,0.3713190793762033,93.98168,18.69322383403778,0.2391543757474657,0.6445172143573626,0.0329757715046747,0.7627262611062937,0.9856389,4.931404358406776,7.968061874310176,fmri
87,Amish Made Mini carts and supplies!,0.7096774193548387,0.0333333333333333,0.6763440860215054,0.8360655737704918,0.0505195762780488,0.3748217247326851,113.74746,25.991816818714145,0.3103545479890436,0.7271103170430788,0.0469563641684573,0.7961942357592662,0.9773851,2.746438374567432,13.411761919657389,high
88,An escalating excitement hurried her words.,0.3125,0.0,0.3125,0.6857142857142857,0.0365453707996989,0.3585015458582404,92.45702,25.86053818464279,0.24859335872381,0.6408350027719174,0.0301331144650296,0.7441843457328322,0.94297904,3.749965493088975,14.250919183095297,fmri
89,And Gerry was definitely physically strong.,0.5853658536585366,0.0232558139534883,0.5621100397050481,0.7857142857142857,0.0388048424573179,0.2464422206296526,78.72509,21.9346421957016,0.1812196397594684,0.6895187916466786,0.0576097234588719,0.7300308282745508,0.91783184,4.206939407642861,11.773733059565226,low
90,And I got a clean record.,0.6,0.0454545454545454,0.5545454545454546,0.7974683544303798,0.0306913263625251,0.2360301811861286,62.12769,14.805861949920654,0.1518259427917993,0.6380152703441756,0.0246962476665474,0.7404881369306855,0.9234176,5.477516753985615,7.907289822896321,low
91,And I had the afternoons free.,0.2903225806451613,0.0606060606060606,0.2297165200391007,0.625,0.0312590849118208,0.2281943811050796,66.92723,19.139493823051453,0.1588367348976017,0.6764956639233707,0.0276069271361934,0.7599417683280106,0.92507976,4.8611424085584725,9.64843293580149,mid
92,And I have no idea why.,0.4761904761904761,0.1481481481481481,0.328042328042328,0.6875,0.0273201061814797,0.2722029090856271,68.31174,10.381105065345764,0.1392437849297556,0.5964169150316411,0.0267216991551114,0.7599175722421495,0.938484,2.062587970717915,5.448286473751068,mid
93,And I must stay with him.,0.3333333333333333,0.0975609756097561,0.2357723577235772,0.625,0.0314137206015717,0.2196920703167044,56.53636,13.338702142238615,0.1346440654908407,0.6673503798570672,0.0295330079268267,0.7402683301318103,0.91004074,5.844732810461927,7.870959838231404,low
94,And I struggle to walk properly.,0.8181818181818182,0.0384615384615384,0.7797202797202798,0.8958333333333334,0.0308435482687472,0.2350821494712962,76.2312,19.20320475101471,0.1602867007343416,0.646051400793988,0.0376313314604737,0.7290118056239979,0.9224885,4.357348895486743,8.677895049254099,low
95,And I think Mark is right.,0.2962962962962963,0.0,0.2962962962962963,0.6666666666666666,0.0335965630980127,0.2734191070045693,62.41681,16.29698783159256,0.1401389539073233,0.5780233740167119,0.0296797944599306,0.761595353462298,0.90085053,4.496406228356874,8.05803100268046,mid
96,And I've actually spoken with him.,0.5217391304347826,0.1111111111111111,0.4106280193236715,0.72,0.0359325903437687,0.2267179393590735,67.65562,16.3899022936821,0.1709968361859531,0.6185651398006484,0.027451980281614,0.7451189321912212,0.9209972,5.172708426398885,8.047312060991922,fmri
